Data Year,County,Fuel Type,MAKE,MODEL,Number of Vehicles
2020,Amador,PHEV,Mercedes- Benz,GLC,1
2020,Amador,PHEV,Toyota,Prius Prime,2
2020,Butte,Electric,Audi,e-tron,1
2020,Butte,Electric,CHEVROLET,Bolt EV,6
2020,Butte,Electric,Hyundai,Ioniq Electric,1
2020,Butte,Electric,Hyundai,Kona EV,5
2020,Butte,Electric,Kia,Niro EV,1
2020,Butte,Electric,MINI,Hardtop 2 Door,2
2020,Butte,Electric,NISSAN,LEAF,2
2020,Butte,Electric,Porsche,Taycan,2
2020,Butte,Electric,TESLA,Model 3,64
2020,Butte,Electric,TESLA,Model S,12
2020,Butte,Electric,TESLA,Model X,8
2020,Butte,Electric,TESLA,Model Y,33
2020,Butte,Electric,Volkswagen,e-Golf,2
2020,Butte,PHEV,Audi,Q5,1
2020,Butte,PHEV,BMW,3 Series,1
2020,Butte,PHEV,BMW,i3 REx,2
2020,Butte,PHEV,BMW,X3,1
2020,Butte,PHEV,BMW,X5,3
2020,Butte,PHEV,CHEVROLET,VOLT,2
2020,Butte,PHEV,Chrysler,Pacifica Hybrid,5
2020,Butte,PHEV,FORD,C-MAX Energi,1
2020,Butte,PHEV,HONDA,Clarity Plug-In Hybrid,2
2020,Butte,PHEV,Hyundai,Ioniq Plug-in Hybrid,9
2020,Butte,PHEV,Hyundai,Sonata Plug-in Hybrid,1
2020,Butte,PHEV,Mitsubishi,Outlander PHEV,1
2020,Butte,PHEV,Porsche,Cayenne,1
2020,Butte,PHEV,Subaru,Crosstrek,5
2020,Butte,PHEV,Toyota,Prius Prime,25
2020,Butte,PHEV,Toyota,RAV4 Prime,5
2020,Butte,PHEV,Volvo,XC60,1
2020,Butte,PHEV,Volvo,XC90,4
2020,Calaveras,Electric,Audi,e-tron,1
2020,Calaveras,Electric,CHEVROLET,Bolt EV,2
2020,Calaveras,Electric,Hyundai,Kona EV,1
2020,Calaveras,Electric,Kia,Niro EV,3
2020,Calaveras,Electric,TESLA,Model 3,14
2020,Calaveras,Electric,TESLA,Model S,3
2020,Calaveras,Electric,TESLA,Model X,5
2020,Calaveras,Electric,TESLA,Model Y,4
2020,Calaveras,Electric,Volkswagen,e-Golf,1
2020,Calaveras,PHEV,Audi,A8 L,1
2020,Calaveras,PHEV,BMW,5 Series,1
2020,Calaveras,PHEV,BMW,X5,1
2020,Calaveras,PHEV,CHEVROLET,VOLT,1
2020,Calaveras,PHEV,Chrysler,Pacifica Hybrid,1
2020,Calaveras,PHEV,FORD,Fusion Energi,2
2020,Calaveras,PHEV,HONDA,Clarity Plug-In Hybrid,1
2020,Calaveras,PHEV,Hyundai,Ioniq Plug-in Hybrid,2
2020,Calaveras,PHEV,Lincoln,Aviator,1
2020,Calaveras,PHEV,Toyota,Prius Prime,6
2020,Calaveras,PHEV,Toyota,RAV4 Prime,1
2020,Calaveras,PHEV,Volvo,XC90,2
2020,Colusa,Electric,TESLA,Model S,1
2020,Colusa,PHEV,HONDA,Clarity Plug-In Hybrid,1
2020,Colusa,PHEV,Toyota,Prius Prime,2
2020,Colusa,PHEV,Volvo,XC90,1
2020,Contra Costa,Electric,Audi,e-tron,67
2020,Contra Costa,Electric,BMW,i3,21
2020,Contra Costa,Electric,CHEVROLET,Bolt EV,428
2020,Contra Costa,Electric,FIAT,500e,2
2020,Contra Costa,Electric,FORD,Focus,1
2020,Contra Costa,Electric,HONDA,Clarity Electric,7
2020,Contra Costa,Electric,Hyundai,Ioniq Electric,6
2020,Contra Costa,Electric,Hyundai,Kona EV,52
2020,Contra Costa,Electric,Jaguar,I-PACE,13
2020,Contra Costa,Electric,Kia,Niro EV,54
2020,Contra Costa,Electric,Kia,Soul EV,1
2020,Contra Costa,Electric,MINI,Hardtop 2 Door,13
2020,Contra Costa,Electric,NISSAN,LEAF,94
2020,Contra Costa,Electric,Polestar,2,3
2020,Contra Costa,Electric,Porsche,Taycan,30
2020,Contra Costa,Electric,TESLA,Model 3,1927
2020,Contra Costa,Electric,TESLA,Model S,235
2020,Contra Costa,Electric,TESLA,Model X,349
2020,Contra Costa,Electric,TESLA,Model Y,865
2020,Contra Costa,Electric,Volkswagen,e-Golf,67
2020,Contra Costa,Hydrogen,HONDA,Clarity Fuel Cell,22
2020,Contra Costa,Hydrogen,Hyundai,Nexo,5
2020,Contra Costa,Hydrogen,Toyota,Mirai,10
2020,Contra Costa,PHEV,Audi,A3 Sportback e-tron,5
2020,Contra Costa,PHEV,Audi,A8 L,1
2020,Contra Costa,PHEV,Audi,Q5,36
2020,Contra Costa,PHEV,Bentley,Bentayga,2
2020,Contra Costa,PHEV,BMW,3 Series,30
2020,Contra Costa,PHEV,BMW,5 Series,96
2020,Contra Costa,PHEV,BMW,7 Series,2
2020,Contra Costa,PHEV,BMW,i3 REx,56
2020,Contra Costa,PHEV,BMW,i8,5
2020,Contra Costa,PHEV,BMW,X3,35
2020,Contra Costa,PHEV,BMW,X5,55
2020,Contra Costa,PHEV,CHEVROLET,VOLT,42
2020,Contra Costa,PHEV,Chrysler,Pacifica Hybrid,98
2020,Contra Costa,PHEV,FORD,C-MAX Energi,4
2020,Contra Costa,PHEV,FORD,Fusion Energi,72
2020,Contra Costa,PHEV,HONDA,Clarity Plug-In Hybrid,170
2020,Contra Costa,PHEV,Hyundai,Ioniq Plug-in Hybrid,23
2020,Contra Costa,PHEV,Hyundai,Sonata Plug-in Hybrid,7
2020,Contra Costa,PHEV,Kia,Niro Plug-In Hybrid,54
2020,Contra Costa,PHEV,Land Rover,Range Rover,9
2020,Contra Costa,PHEV,Land Rover,Range Rover Sport,9
2020,Contra Costa,PHEV,Lincoln,Aviator,3
2020,Contra Costa,PHEV,Mercedes- Benz,GLC,26
2020,Contra Costa,PHEV,Mercedes- Benz,GLE,1
2020,Contra Costa,PHEV,Mercedes- Benz,S-Class,1
2020,Contra Costa,PHEV,MINI,Countryman Plug-in Hybrid,5
2020,Contra Costa,PHEV,Mitsubishi,Outlander PHEV,17
2020,Contra Costa,PHEV,Porsche,Cayenne,10
2020,Contra Costa,PHEV,Porsche,Panamera,3
2020,Contra Costa,PHEV,Subaru,Crosstrek,50
2020,Contra Costa,PHEV,Toyota,Prius Prime,354
2020,Contra Costa,PHEV,Toyota,RAV4 Prime,30
2020,Contra Costa,PHEV,Volvo,S60,3
2020,Contra Costa,PHEV,Volvo,S90,1
2020,Contra Costa,PHEV,Volvo,XC60,24
2020,Contra Costa,PHEV,Volvo,XC90,61
2020,Del Norte,Electric,CHEVROLET,Bolt EV,1
2020,Del Norte,Electric,TESLA,Model 3,4
2020,Del Norte,Electric,TESLA,Model X,1
2020,Del Norte,PHEV,BMW,X3,1
2020,Del Norte,PHEV,CHEVROLET,VOLT,2
2020,Del Norte,PHEV,Chrysler,Pacifica Hybrid,1
2020,Del Norte,PHEV,Toyota,Prius Prime,1
2020,El Dorado,Electric,Audi,e-tron,7
2020,El Dorado,Electric,BMW,i3,1
2020,El Dorado,Electric,CHEVROLET,Bolt EV,28
2020,El Dorado,Electric,HONDA,Clarity Electric,3
2020,El Dorado,Electric,Hyundai,Ioniq Electric,1
2020,El Dorado,Electric,Hyundai,Kona EV,7
2020,El Dorado,Electric,Jaguar,I-PACE,1
2020,El Dorado,Electric,Kia,Niro EV,9
2020,El Dorado,Electric,MINI,Hardtop 2 Door,3
2020,El Dorado,Electric,NISSAN,LEAF,10
2020,El Dorado,Electric,Porsche,Taycan,3
2020,El Dorado,Electric,TESLA,Model 3,213
2020,El Dorado,Electric,TESLA,Model S,34
2020,El Dorado,Electric,TESLA,Model X,41
2020,El Dorado,Electric,TESLA,Model Y,86
2020,El Dorado,Electric,Volkswagen,e-Golf,2
2020,El Dorado,Hydrogen,HONDA,Clarity Fuel Cell,1
2020,El Dorado,PHEV,Audi,Q5,2
2020,El Dorado,PHEV,BMW,3 Series,1
2020,El Dorado,PHEV,BMW,5 Series,2
2020,El Dorado,PHEV,BMW,7 Series,1
2020,El Dorado,PHEV,BMW,i3 REx,3
2020,El Dorado,PHEV,BMW,X3,4
2020,El Dorado,PHEV,BMW,X5,2
2020,El Dorado,PHEV,CHEVROLET,VOLT,8
2020,El Dorado,PHEV,Chrysler,Pacifica Hybrid,8
2020,El Dorado,PHEV,FORD,Fusion Energi,10
2020,El Dorado,PHEV,HONDA,Clarity Plug-In Hybrid,14
2020,El Dorado,PHEV,Kia,Niro Plug-In Hybrid,12
2020,El Dorado,PHEV,Kia,Optima Plug-In Hybrid,1
2020,El Dorado,PHEV,Land Rover,Range Rover,2
2020,El Dorado,PHEV,Land Rover,Range Rover Sport,2
2020,El Dorado,PHEV,Lincoln,Aviator,2
2020,El Dorado,PHEV,Mercedes- Benz,C-Class,1
2020,El Dorado,PHEV,Mercedes- Benz,GLC,5
2020,El Dorado,PHEV,Mitsubishi,Outlander PHEV,3
2020,El Dorado,PHEV,Subaru,Crosstrek,17
2020,El Dorado,PHEV,Toyota,Prius Prime,30
2020,El Dorado,PHEV,Toyota,RAV4 Prime,4
2020,El Dorado,PHEV,Volvo,S60,2
2020,El Dorado,PHEV,Volvo,XC60,2
2020,El Dorado,PHEV,Volvo,XC90,10
2020,Fresno,Electric,Audi,e-tron,18
2020,Fresno,Electric,BMW,i3,4
2020,Fresno,Electric,CHEVROLET,Bolt EV,97
2020,Fresno,Electric,FIAT,500e,2
2020,Fresno,Electric,FORD,Focus,1
2020,Fresno,Electric,HONDA,Clarity Electric,2
2020,Fresno,Electric,Hyundai,Ioniq Electric,7
2020,Fresno,Electric,Hyundai,Kona EV,4
2020,Fresno,Electric,Jaguar,I-PACE,2
2020,Fresno,Electric,Kia,Niro EV,15
2020,Fresno,Electric,MINI,Hardtop 2 Door,1
2020,Fresno,Electric,NISSAN,LEAF,21
2020,Fresno,Electric,Porsche,Taycan,5
2020,Fresno,Electric,TESLA,Model 3,364
2020,Fresno,Electric,TESLA,Model S,45
2020,Fresno,Electric,TESLA,Model X,81
2020,Fresno,Electric,TESLA,Model Y,168
2020,Fresno,Electric,Volkswagen,e-Golf,9
2020,Fresno,PHEV,Audi,Q5,10
2020,Fresno,PHEV,BMW,3 Series,5
2020,Fresno,PHEV,BMW,5 Series,14
2020,Fresno,PHEV,BMW,i3 REx,10
2020,Fresno,PHEV,BMW,i8,4
2020,Fresno,PHEV,BMW,X3,6
2020,Fresno,PHEV,BMW,X5,15
2020,Fresno,PHEV,CHEVROLET,VOLT,6
2020,Fresno,PHEV,Chrysler,Pacifica Hybrid,24
2020,Fresno,PHEV,FORD,Fusion Energi,11
2020,Fresno,PHEV,HONDA,Clarity Plug-In Hybrid,27
2020,Fresno,PHEV,Hyundai,Ioniq Plug-in Hybrid,12
2020,Fresno,PHEV,Hyundai,Sonata Plug-in Hybrid,2
2020,Fresno,PHEV,Karma,Revero,1
2020,Fresno,PHEV,Kia,Niro Plug-In Hybrid,13
2020,Fresno,PHEV,Kia,Optima Plug-In Hybrid,1
2020,Fresno,PHEV,Land Rover,Range Rover,1
2020,Fresno,PHEV,Land Rover,Range Rover Sport,1
2020,Fresno,PHEV,Lincoln,Aviator,5
2020,Fresno,PHEV,Mercedes- Benz,GLC,2
2020,Fresno,PHEV,Mitsubishi,Outlander PHEV,1
2020,Fresno,PHEV,Porsche,Panamera,2
2020,Fresno,PHEV,Subaru,Crosstrek,6
2020,Fresno,PHEV,Toyota,Prius Prime,136
2020,Fresno,PHEV,Toyota,RAV4 Prime,8
2020,Fresno,PHEV,Volvo,XC90,3
2020,Glenn,Electric,CHEVROLET,Bolt EV,2
2020,Glenn,Electric,TESLA,Model 3,6
2020,Glenn,Electric,TESLA,Model S,1
2020,Glenn,Electric,TESLA,Model Y,4
2020,Glenn,PHEV,FORD,Fusion Energi,1
2020,Glenn,PHEV,Hyundai,Ioniq Plug-in Hybrid,2
2020,Glenn,PHEV,Mitsubishi,Outlander PHEV,1
2020,Glenn,PHEV,Toyota,Prius Prime,2
2020,Glenn,PHEV,Volvo,XC60,1
2020,Humboldt,Electric,CHEVROLET,Bolt EV,16
2020,Humboldt,Electric,FIAT,500e,1
2020,Humboldt,Electric,Hyundai,Kona EV,5
2020,Humboldt,Electric,Kia,Niro EV,2
2020,Humboldt,Electric,NISSAN,LEAF,1
2020,Humboldt,Electric,TESLA,Model 3,29
2020,Humboldt,Electric,TESLA,Model S,3
2020,Humboldt,Electric,TESLA,Model X,8
2020,Humboldt,Electric,TESLA,Model Y,17
2020,Humboldt,Electric,Volkswagen,e-Golf,1
2020,Humboldt,PHEV,Audi,Q5,1
2020,Humboldt,PHEV,BMW,3 Series,1
2020,Humboldt,PHEV,BMW,5 Series,1
2020,Humboldt,PHEV,BMW,X3,1
2020,Humboldt,PHEV,BMW,X5,1
2020,Humboldt,PHEV,CHEVROLET,VOLT,3
2020,Humboldt,PHEV,Chrysler,Pacifica Hybrid,7
2020,Humboldt,PHEV,FORD,C-MAX Energi,1
2020,Humboldt,PHEV,FORD,Fusion Energi,1
2020,Humboldt,PHEV,HONDA,Clarity Plug-In Hybrid,4
2020,Humboldt,PHEV,Hyundai,Ioniq Plug-in Hybrid,2
2020,Humboldt,PHEV,Kia,Niro Plug-In Hybrid,2
2020,Humboldt,PHEV,Land Rover,Range Rover Sport,1
2020,Humboldt,PHEV,Mitsubishi,Outlander PHEV,1
2020,Humboldt,PHEV,Subaru,Crosstrek,1
2020,Humboldt,PHEV,Toyota,Prius Prime,12
2020,Humboldt,PHEV,Toyota,RAV4 Prime,4
2020,Humboldt,PHEV,Volvo,XC90,1
2020,Imperial,Electric,CHEVROLET,Bolt EV,2
2020,Imperial,Electric,Hyundai,Kona EV,1
2020,Imperial,Electric,TESLA,Model 3,23
2020,Imperial,Electric,TESLA,Model S,1
2020,Imperial,Electric,TESLA,Model X,4
2020,Imperial,Electric,TESLA,Model Y,9
2020,Imperial,PHEV,BMW,5 Series,2
2020,Imperial,PHEV,BMW,X5,1
2020,Imperial,PHEV,CHEVROLET,VOLT,1
2020,Imperial,PHEV,FORD,Fusion Energi,2
2020,Imperial,PHEV,HONDA,Clarity Plug-In Hybrid,3
2020,Imperial,PHEV,Hyundai,Ioniq Plug-in Hybrid,1
2020,Imperial,PHEV,Toyota,Prius Prime,8
2020,Imperial,PHEV,Volvo,XC90,1
2020,Inyo,Electric,CHEVROLET,Bolt EV,1
2020,Inyo,Electric,Hyundai,Kona EV,1
2020,Inyo,Electric,MINI,Hardtop 2 Door,1
2020,Inyo,Electric,NISSAN,LEAF,1
2020,Inyo,Electric,TESLA,Model 3,3
2020,Inyo,Electric,TESLA,Model X,1
2020,Inyo,Electric,TESLA,Model Y,5
2020,Inyo,PHEV,Audi,Q5,1
2020,Inyo,PHEV,BMW,7 Series,1
2020,Inyo,PHEV,HONDA,Clarity Plug-In Hybrid,2
2020,Inyo,PHEV,Toyota,Prius Prime,4
2020,Inyo,PHEV,Toyota,RAV4 Prime,1
2020,Kern,Electric,Audi,e-tron,9
2020,Kern,Electric,BMW,i3,6
2020,Kern,Electric,CHEVROLET,Bolt EV,52
2020,Kern,Electric,HONDA,Clarity Electric,1
2020,Kern,Electric,Hyundai,Ioniq Electric,2
2020,Kern,Electric,Hyundai,Kona EV,5
2020,Kern,Electric,Jaguar,I-PACE,4
2020,Kern,Electric,Kia,Niro EV,2
2020,Kern,Electric,MINI,Hardtop 2 Door,1
2020,Kern,Electric,NISSAN,LEAF,7
2020,Kern,Electric,Porsche,Taycan,7
2020,Kern,Electric,TESLA,Model 3,219
2020,Kern,Electric,TESLA,Model S,26
2020,Kern,Electric,TESLA,Model X,39
2020,Kern,Electric,TESLA,Model Y,104
2020,Kern,Electric,Volkswagen,e-Golf,6
2020,Kern,PHEV,Audi,Q5,6
2020,Kern,PHEV,BMW,3 Series,5
2020,Kern,PHEV,BMW,5 Series,22
2020,Kern,PHEV,BMW,7 Series,4
2020,Kern,PHEV,BMW,i3 REx,13
2020,Kern,PHEV,BMW,i8,1
2020,Kern,PHEV,BMW,X3,3
2020,Kern,PHEV,BMW,X5,8
2020,Kern,PHEV,CHEVROLET,VOLT,2
2020,Kern,PHEV,Chrysler,Pacifica Hybrid,11
2020,Kern,PHEV,FORD,Fusion Energi,11
2020,Kern,PHEV,HONDA,Clarity Plug-In Hybrid,24
2020,Kern,PHEV,Hyundai,Ioniq Plug-in Hybrid,11
2020,Kern,PHEV,Hyundai,Sonata Plug-in Hybrid,2
2020,Kern,PHEV,Kia,Niro Plug-In Hybrid,5
2020,Kern,PHEV,Land Rover,Range Rover Sport,2
2020,Kern,PHEV,Lincoln,Aviator,2
2020,Kern,PHEV,Mercedes- Benz,GLC,4
2020,Kern,PHEV,Porsche,Cayenne,1
2020,Kern,PHEV,Porsche,Panamera,1
2020,Kern,PHEV,Subaru,Crosstrek,6
2020,Kern,PHEV,Toyota,Prius Prime,54
2020,Kern,PHEV,Toyota,RAV4 Prime,15
2020,Kern,PHEV,Volvo,XC60,1
2020,Kern,PHEV,Volvo,XC90,2
2020,Kings,Electric,Audi,e-tron,1
2020,Kings,Electric,CHEVROLET,Bolt EV,1
2020,Kings,Electric,Hyundai,Kona EV,1
2020,Kings,Electric,Kia,Niro EV,1
2020,Kings,Electric,TESLA,Model 3,27
2020,Kings,Electric,TESLA,Model X,4
2020,Kings,Electric,TESLA,Model Y,10
2020,Kings,PHEV,BMW,X3,1
2020,Kings,PHEV,BMW,X5,1
2020,Kings,PHEV,Chrysler,Pacifica Hybrid,8
2020,Kings,PHEV,FORD,Fusion Energi,1
2020,Kings,PHEV,HONDA,Clarity Plug-In Hybrid,3
2020,Kings,PHEV,Hyundai,Ioniq Plug-in Hybrid,1
2020,Kings,PHEV,Toyota,Prius Prime,24
2020,Kings,PHEV,Toyota,RAV4 Prime,3
2020,Kings,PHEV,Volvo,XC90,1
2020,Lake,Electric,CHEVROLET,Bolt EV,2
2020,Lake,Electric,Hyundai,Kona EV,2
2020,Lake,Electric,NISSAN,LEAF,1
2020,Lake,Electric,TESLA,Model 3,15
2020,Lake,Electric,TESLA,Model S,4
2020,Lake,Electric,TESLA,Model X,3
2020,Lake,Electric,TESLA,Model Y,7
2020,Lake,PHEV,BMW,i3 REx,1
2020,Lake,PHEV,FORD,Fusion Energi,2
2020,Lake,PHEV,Hyundai,Ioniq Plug-in Hybrid,1
2020,Lake,PHEV,Porsche,Cayenne,1
2020,Lake,PHEV,Toyota,Prius Prime,4
2020,Lassen,Electric,TESLA,Model 3,2
2020,Lassen,Electric,TESLA,Model X,1
2020,Los Angeles,Electric,Audi,e-tron,839
2020,Los Angeles,Electric,BMW,i3,483
2020,Los Angeles,Electric,CHEVROLET,Bolt EV,2337
2020,Los Angeles,Electric,FIAT,500e,67
2020,Los Angeles,Electric,FORD,Focus,3
2020,Los Angeles,Electric,HONDA,Clarity Electric,54
2020,Los Angeles,Electric,Hyundai,Ioniq Electric,91
2020,Los Angeles,Electric,Hyundai,Kona EV,320
2020,Los Angeles,Electric,Jaguar,I-PACE,151
2020,Los Angeles,Electric,Kia,Niro EV,269
2020,Los Angeles,Electric,Kia,Soul EV,4
2020,Los Angeles,Electric,Mercedes- Benz,B-Class,2
2020,Los Angeles,Electric,MINI,Hardtop 2 Door,75
2020,Los Angeles,Electric,NISSAN,LEAF,331
2020,Los Angeles,Electric,Polestar,2,3
2020,Los Angeles,Electric,Porsche,Taycan,304
2020,Los Angeles,Electric,Smart,fortwo electric drive,1
2020,Los Angeles,Electric,TESLA,Model 3,11900
2020,Los Angeles,Electric,TESLA,Model S,1513
2020,Los Angeles,Electric,TESLA,Model X,2297
2020,Los Angeles,Electric,TESLA,Model Y,5192
2020,Los Angeles,Electric,Volkswagen,e-Golf,153
2020,Los Angeles,Hydrogen,HONDA,Clarity Fuel Cell,94
2020,Los Angeles,Hydrogen,Hyundai,Nexo,85
2020,Los Angeles,Hydrogen,Toyota,Mirai,217
2020,Los Angeles,PHEV,Audi,A3 Sportback e-tron,24
2020,Los Angeles,PHEV,Audi,A7,2
2020,Los Angeles,PHEV,Audi,A8 L,9
2020,Los Angeles,PHEV,Audi,Q5,509
2020,Los Angeles,PHEV,Bentley,Bentayga,16
2020,Los Angeles,PHEV,BMW,3 Series,558
2020,Los Angeles,PHEV,BMW,5 Series,1245
2020,Los Angeles,PHEV,BMW,7 Series,64
2020,Los Angeles,PHEV,BMW,i3 REx,912
2020,Los Angeles,PHEV,BMW,i8,87
2020,Los Angeles,PHEV,BMW,X3,160
2020,Los Angeles,PHEV,BMW,X5,545
2020,Los Angeles,PHEV,CHEVROLET,VOLT,202
2020,Los Angeles,PHEV,Chrysler,Pacifica Hybrid,372
2020,Los Angeles,PHEV,FORD,C-MAX Energi,5
2020,Los Angeles,PHEV,FORD,Fusion Energi,411
2020,Los Angeles,PHEV,HONDA,Clarity Plug-In Hybrid,1210
2020,Los Angeles,PHEV,Hyundai,Ioniq Plug-in Hybrid,275
2020,Los Angeles,PHEV,Hyundai,Sonata Plug-in Hybrid,33
2020,Los Angeles,PHEV,Karma,Revero,11
2020,Los Angeles,PHEV,Kia,Niro Plug-In Hybrid,236
2020,Los Angeles,PHEV,Kia,Optima Plug-In Hybrid,39
2020,Los Angeles,PHEV,Land Rover,Range Rover,105
2020,Los Angeles,PHEV,Land Rover,Range Rover Sport,103
2020,Los Angeles,PHEV,Lincoln,Aviator,66
2020,Los Angeles,PHEV,Mercedes- Benz,C-Class,3
2020,Los Angeles,PHEV,Mercedes- Benz,GLC,215
2020,Los Angeles,PHEV,Mercedes- Benz,GLE,7
2020,Los Angeles,PHEV,Mercedes- Benz,S-Class,38
2020,Los Angeles,PHEV,MINI,Countryman Plug-in Hybrid,47
2020,Los Angeles,PHEV,Mitsubishi,Outlander PHEV,124
2020,Los Angeles,PHEV,Polestar,1,1
2020,Los Angeles,PHEV,Porsche,Cayenne,154
2020,Los Angeles,PHEV,Porsche,Panamera,58
2020,Los Angeles,PHEV,Subaru,Crosstrek,222
2020,Los Angeles,PHEV,Toyota,Prius Prime,2661
2020,Los Angeles,PHEV,Toyota,RAV4 Prime,196
2020,Los Angeles,PHEV,Volvo,S60,37
2020,Los Angeles,PHEV,Volvo,S90,9
2020,Los Angeles,PHEV,Volvo,V60,10
2020,Los Angeles,PHEV,Volvo,XC60,148
2020,Los Angeles,PHEV,Volvo,XC90,335
2020,Madera,Electric,CHEVROLET,Bolt EV,12
2020,Madera,Electric,Hyundai,Kona EV,2
2020,Madera,Electric,Kia,Niro EV,1
2020,Madera,Electric,NISSAN,LEAF,1
2020,Madera,Electric,TESLA,Model 3,38
2020,Madera,Electric,TESLA,Model S,4
2020,Madera,Electric,TESLA,Model X,11
2020,Madera,Electric,TESLA,Model Y,13
2020,Madera,PHEV,Chrysler,Pacifica Hybrid,2
2020,Madera,PHEV,FORD,Fusion Energi,2
2020,Madera,PHEV,Hyundai,Ioniq Plug-in Hybrid,1
2020,Madera,PHEV,Kia,Niro Plug-In Hybrid,3
2020,Madera,PHEV,Subaru,Crosstrek,1
2020,Madera,PHEV,Toyota,Prius Prime,9
2020,Madera,PHEV,Toyota,RAV4 Prime,5
2020,Madera,PHEV,Volvo,XC60,1
2020,Marin,Electric,Audi,e-tron,43
2020,Marin,Electric,BMW,i3,29
2020,Marin,Electric,CHEVROLET,Bolt EV,208
2020,Marin,Electric,HONDA,Clarity Electric,1
2020,Marin,Electric,Hyundai,Ioniq Electric,1
2020,Marin,Electric,Hyundai,Kona EV,22
2020,Marin,Electric,Jaguar,I-PACE,11
2020,Marin,Electric,Kia,Niro EV,62
2020,Marin,Electric,MINI,Hardtop 2 Door,18
2020,Marin,Electric,NISSAN,LEAF,28
2020,Marin,Electric,Porsche,Taycan,24
2020,Marin,Electric,TESLA,Model 3,690
2020,Marin,Electric,TESLA,Model S,100
2020,Marin,Electric,TESLA,Model X,122
2020,Marin,Electric,TESLA,Model Y,333
2020,Marin,Electric,Volkswagen,e-Golf,37
2020,Marin,Hydrogen,HONDA,Clarity Fuel Cell,2
2020,Marin,Hydrogen,Toyota,Mirai,1
2020,Marin,PHEV,Audi,A8 L,1
2020,Marin,PHEV,Audi,Q5,45
2020,Marin,PHEV,BMW,3 Series,11
2020,Marin,PHEV,BMW,5 Series,33
2020,Marin,PHEV,BMW,7 Series,2
2020,Marin,PHEV,BMW,i3 REx,42
2020,Marin,PHEV,BMW,i8,3
2020,Marin,PHEV,BMW,X3,13
2020,Marin,PHEV,BMW,X5,36
2020,Marin,PHEV,CHEVROLET,VOLT,4
2020,Marin,PHEV,Chrysler,Pacifica Hybrid,20
2020,Marin,PHEV,FORD,Fusion Energi,10
2020,Marin,PHEV,HONDA,Clarity Plug-In Hybrid,27
2020,Marin,PHEV,Hyundai,Ioniq Plug-in Hybrid,7
2020,Marin,PHEV,Kia,Niro Plug-In Hybrid,31
2020,Marin,PHEV,Land Rover,Range Rover,6
2020,Marin,PHEV,Land Rover,Range Rover Sport,6
2020,Marin,PHEV,Lincoln,Aviator,3
2020,Marin,PHEV,Mercedes- Benz,GLC,14
2020,Marin,PHEV,MINI,Countryman Plug-in Hybrid,5
2020,Marin,PHEV,Mitsubishi,Outlander PHEV,3
2020,Marin,PHEV,Porsche,Cayenne,4
2020,Marin,PHEV,Subaru,Crosstrek,15
2020,Marin,PHEV,Toyota,Prius Prime,106
2020,Marin,PHEV,Toyota,RAV4 Prime,13
2020,Marin,PHEV,Volvo,S60,3
2020,Marin,PHEV,Volvo,V60,4
2020,Marin,PHEV,Volvo,XC60,16
2020,Marin,PHEV,Volvo,XC90,45
2020,Mariposa,Electric,CHEVROLET,Bolt EV,1
2020,Mariposa,Electric,TESLA,Model 3,4
2020,Mariposa,Electric,TESLA,Model S,1
2020,Mariposa,Electric,TESLA,Model X,1
2020,Mariposa,Electric,TESLA,Model Y,2
2020,Mariposa,PHEV,BMW,5 Series,1
2020,Mariposa,PHEV,CHEVROLET,VOLT,1
2020,Mariposa,PHEV,Toyota,Prius Prime,2
2020,Mariposa,PHEV,Toyota,RAV4 Prime,1
2020,Mendocino,Electric,CHEVROLET,Bolt EV,4
2020,Mendocino,Electric,Hyundai,Kona EV,5
2020,Mendocino,Electric,Kia,Niro EV,3
2020,Mendocino,Electric,NISSAN,LEAF,2
2020,Mendocino,Electric,Porsche,Taycan,1
2020,Mendocino,Electric,TESLA,Model 3,27
2020,Mendocino,Electric,TESLA,Model S,4
2020,Mendocino,Electric,TESLA,Model X,4
2020,Mendocino,Electric,TESLA,Model Y,19
2020,Mendocino,Electric,Volkswagen,e-Golf,2
2020,Mendocino,PHEV,BMW,5 Series,3
2020,Mendocino,PHEV,CHEVROLET,VOLT,6
2020,Mendocino,PHEV,Chrysler,Pacifica Hybrid,2
2020,Mendocino,PHEV,FORD,Fusion Energi,2
2020,Mendocino,PHEV,HONDA,Clarity Plug-In Hybrid,3
2020,Mendocino,PHEV,Kia,Niro Plug-In Hybrid,3
2020,Mendocino,PHEV,Subaru,Crosstrek,3
2020,Mendocino,PHEV,Toyota,Prius Prime,10
2020,Mendocino,PHEV,Toyota,RAV4 Prime,5
2020,Mendocino,PHEV,Volvo,XC60,3
2020,Mendocino,PHEV,Volvo,XC90,1
2020,Merced,Electric,Audi,e-tron,1
2020,Merced,Electric,CHEVROLET,Bolt EV,10
2020,Merced,Electric,FORD,Focus,1
2020,Merced,Electric,Hyundai,Ioniq Electric,2
2020,Merced,Electric,Hyundai,Kona EV,2
2020,Merced,Electric,NISSAN,LEAF,1
2020,Merced,Electric,TESLA,Model 3,72
2020,Merced,Electric,TESLA,Model S,5
2020,Merced,Electric,TESLA,Model X,5
2020,Merced,Electric,TESLA,Model Y,21
2020,Merced,Electric,Volkswagen,e-Golf,1
2020,Merced,PHEV,BMW,5 Series,1
2020,Merced,PHEV,BMW,i8,1
2020,Merced,PHEV,BMW,X5,1
