Fuel Type Code,Station Name,Street Address,Intersection Directions,city,State,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,Open_Date
ELEC,Best Western Plus,1551 N Peach Ave,,Fresno,CA,Public,24 hours daily; complimentary for hotel guests,,2,,4/10/2014
ELEC,California State University - Fresno,5010 N Woodrow Ave,Located at in Lot PS2 at N Woodrow Avenue and Matoian Way on the west side of the Save-Mart center,Fresno,CA,Public,Lot business hours; pay lot,,4,2,5/1/2015
ELEC,Lake Merritt Tower,155 Grand Ave,,Oakland,CA,Public,Restricted to garage hours; pay lot,4,2,,2/1/2011
ELEC,Enterprise Rent-A-Car Ontario,2131 Convention Center Way,,Ontario,CA,Public,,2,2,,5/1/2014
ELEC,Trillium - Yolo County Transportation District,350 Industrial Way,"On I-5N (from Fremont), merge onto E Main St, toward CA-113 S / Woodland, then turn right on Industrial Way.",Woodland,CA,Public,24 hours daily,,2,,4/1/2014
ELEC,Golden Gate National Recreation Area - Fort Mason,201 Fort Mason Dr,Building 201,San Francisco,CA,Public,24 hours daily,,5,,6/1/2012
ELEC,Muir Woods,1 Muir Woods Rd,Located in the visitor parking lot,Mill Valley,CA,Public,24 hours daily,,2,,5/15/2013
ELEC,Saluti Cellars Winery,7505 Grizzly Flat Rd,Located in the B&B carport,Somerset,CA,Public - Call ahead,11:30am-5:30pm F-Sun; call for appointment or after hours use; free for customer use,1,,,9/1/2014
ELEC,Independent Repair,2720 Artesia Blvd,,Redondo Beach,CA,Public,"8am-12pm M, 8am-6pm T-Sat",,1,,7/1/2014
ELEC,Lawrence Berkeley National Laboratory,1 Cyclotron Rd,,Berkeley,CA,Private,Contact site access office for arrangements,14,13,,6/30/2014
ELEC,SLAC National Accelerator Laboratory,2575 Sand Hill Rd,Building 35,Menlo Park,CA,Private,,16,,,6/30/2014
ELEC,Extra Space Storage,601 Cedar St,Cedar at Eastshore Highway (I-80),Berkeley,CA,Public,24 hours daily,,1,,10/15/2017
ELEC,Best Western Plus - Black Oak,1135 24th St,,Paso Robles,CA,Public,24 hours daily; guest use only,,1,,7/1/2014
ELEC,Point Reyes National Seashore - Bear Valley Visitor Center,1 Bear Valley Rd,The Bear Valley Visitor Center is located about 3/4 miles west of the Bear Valley Road and Highway 1 junction.,Point Reyes Station,CA,Public,6am-12am daily; overnight parking pass given to backcountry camping permit holders is required for 24 hour use,,3,,8/6/2014
ELEC,Volkswagen Group of America,500 Clipper Dr,,Belmont,CA,Public - Credit card at all times,24 hours daily; Also accepts Paypal,,8,,7/24/2019
ELEC,Los Angeles County Sheriff - Lost Hills,27050 Agoura Rd,,Agoura,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,5,,8/1/2014
ELEC,Public Works Headquarters,900 S Fremont Ave,Located in front and near the motorpool area,Alhambra,CA,Public,"6am-6pm M-F; keypad activated, instructions on EVSE",,2,,8/1/2014
ELEC,Public Works Annex,900 S Fremont Ave,Northside of Annex by driveway,Alhambra,CA,Public,"6am-6pm M-F; keypad activated, instructions on EVSE",,2,,8/1/2014
ELEC,Los Angeles County Sheriff - Pitchess Detention Center,29320 Wayside Rd,,Castaic,CA,Private,Employee use only,,2,,8/1/2014
ELEC,Rancho Los Amigos Hospital,7601 E Imperial Hwy,Parking Structure rear bottom floor,Downey,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,10,,8/1/2014
ELEC,Los Angeles County - Internal Services Mira Loma Shop,45000 N 60th St W,,Lancaster,CA,Public,"7am-4pm M-F; keypad activated, instructions on EVSE",,1,,8/1/2014
ELEC,Los Angeles County - High Desert Regional Health Center,335 E Avenue I,Located in employee parking,Lancaster,CA,Public,Business hours; use buzzer to summon security for access to parking lot,,2,,8/1/2014
ELEC,Walt Disney Concert Hall,115 S Grand Ave,Disney Concert Hall Parking Lot 16,Los Angeles,CA,Public,"Garage business hours; pay lot; keypad activated, instructions on EVSE",,3,,8/1/2014
ELEC,Hall of Administration,140 N Grand Ave,"Located in Internal Services Department  Lot 18, lower level",Los Angeles,CA,Private,Los Angeles County fleet use only,,8,,8/1/2014
ELEC,Los Angeles Law Library,145 N Broadway,Parking Lot 10,Los Angeles,CA,Public,"Garage business hours; pay lot; keypad activated, instructions on EVSE",,4,,8/1/2014
ELEC,Music Center Parking - Level 3,135 N Grand Ave,"Music Center Parking Lot 14, level 3",Los Angeles,CA,Public,"Garage business hours; pay lot; keypad activated, instructions on EVSE",,3,,8/1/2014
ELEC,Department of Health Services Administration,313 N Figueroa,Located in Lot 29. Enter on N Figueroa.,Los Angeles,CA,Public,"Garage business hours; pay lot; keypad activated, instructions on EVSE",,2,,8/1/2014
ELEC,Los Angeles County Sheriff - Men's Central Jail,441 Bauchet St,,Los Angeles,CA,Private,Permitted employee parking only,,1,,8/1/2014
ELEC,Los Angeles County Sheriff - Twin Towers Detention Facility,450 E Bauchet,,Los Angeles,CA,Private,Permitted employee parking only,,1,,8/1/2014
ELEC,Los Angeles County Sheriff - Communications Center,1275 N Eastern Ave,,Los Angeles,CA,Private,Permitted employee parking only,,1,,8/1/2014
ELEC,Los Angeles County - University of Southern California Medical Center,1214 N Mission Rd,Located in lot 10,Los Angeles,CA,Private,Employee use only,,2,,8/1/2014
ELEC,Internal Services Department Headquarters,1102 N Eastern Ave,Located in lot 81,Los Angeles,CA,Public,"6am-6pm M-Th; keypad activated, instructions on EVSE",,2,,8/1/2014
ELEC,Internal Services Department Telecomm,1110 N Eastern Ave,,Los Angeles,CA,Public,"6am-6pm M-F; keypad activated, instructions on EVSE",,4,,8/1/2014
ELEC,Los Angeles County Sheriff - Century Station,11705 S Alameda,,Lynwood,CA,Public,"Garage business hours; pay lot; keypad activated, instructions on EVSE",,1,,8/1/2014
ELEC,Los Angeles County Sheriff - Headquarters,4700 Ramona Blvd,,Monterey Park,CA,Public,"8am-5pm M-F; keypad activated, instructions on EVSE",,1,,8/1/2014
ELEC,Los Angeles County Registrar-Recorder - County Clerk,12400 E Imperial Hwy,Located in employee parking lot; notify parking attendant when charging,Norwalk,CA,Public - Call ahead,Garage business hours; reserved primarily for employee use; notify attendant before charging,,3,,8/1/2014
ELEC,Los Angeles County Sheriff - San Dimas Station,270 S Walnut Ave,,San Dimas,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,2,,8/1/2014
ELEC,Los Angeles County Sheriff - Santa Clarita Station,23740 Magic Mountain Pkwy,,Santa Clarita,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,1,,8/1/2014
ELEC,Los Angeles County Sheriff - Temple City Station,8838 Las Tunas Dr,,Temple City,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,1,,8/1/2014
ELEC,Los Angeles County Sheriff - Walnut Station,21695 Valley Blvd,,Walnut,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,1,,8/1/2014
ELEC,Los Angeles County Sheriff - West Hollywood Station,780 San Vicente Blvd,,West Hollywood,CA,Private,For West Hollywood Sheriff Office employee use only,,1,,8/1/2014
ELEC,City of Pasadena - Playhouse Theatre Lot,44 S Madison Ave,,Pasadena,CA,Public,24 hours daily; pay lot,,2,,7/1/2013
ELEC,City of Pasadena - Marengo Garage,155 E Green St,,Pasadena,CA,Public,24 hours daily; pay lot,,5,,7/1/2013
ELEC,University of California Davis - Institute of Transportation Studies,1715 Tilia St,,Davis,CA,Public,24 hours daily,,1,,8/1/2014
ELEC,Los Angeles Metro - Sierra Madre Villa Station,149 N Halstead St,Located on the 1st level of the parking structure. Enter from the Sierra Madre Villa Ave entrance,Pasadena,CA,Public,24 hours daily; pay lot,,4,,2/1/2016
ELEC,Los Angeles Metro - Union Station,800 N Alameda St,Located on P2 level (area D) of the parking structure,Los Angeles,CA,Public,24 hours daily; pay lot,,13,,2/1/2014
ELEC,Los Angeles Metro - Willow Street Station,200 E 27th Ave,Located on the 1st level of the parking structure near the west entrance,Long Beach,CA,Public,24 hours daily; pay lot,,4,,2/1/2014
ELEC,Los Angeles Metro - Universal and Studio City Station,3913 Lankershim Blvd,Located on the northeast side of the parking lot off of Campo De Cahuenga,Studio City,CA,Public,24 hours daily; pay lot,,4,,2/1/2014
ELEC,Los Angeles Metro - El Segundo Station,2226 E El Segundo Blvd,Located in the parking lot,El Segundo,CA,Public,24 hours daily; pay lot,,4,,2/1/2014
ELEC,Victorian Inn and VI Restaurant,400 Ocean Ave,,Ferndale,CA,Public - Call ahead,11:30am-8:30pm daily; free for hotel and restaurant guests,,1,,9/1/2014
ELEC,Coast Guard House Historic Inn & Cottages,695 Arena Cove,,Point Arena,CA,Public - Call ahead,24 hours daily; call ahead to make appointment,,1,,1/9/2019
ELEC,PALO ALTO CA,3700 Middlefield Rd,"MPL #1; -
MPL #2; -
MPL #3; -
MPL #4
MPL #5; Middle charger in cluster of three chargers
MPL #6; First station to the right of the main entrance",Palo Alto,CA,Public,24 hours daily,,6,,
ELEC,Will Rogers State Historic Park,1501 Will Rogers State Park Rd,,Los Angeles,CA,Public,Park business hours,,2,,12/31/2015
ELEC,Los Angeles State Historic Park,1799 Baker St,,Los Angeles,CA,Private,Fleet use only,,5,,3/15/2016
ELEC,Fort Ross State Historic Park,19005 Coast Hwy,,Jenner,CA,Public,10AM-4:30PM daily,,2,,4/1/2016
ELEC,Ford of Orange,1350 W Katella Ave,,Orange,CA,Private,Service Center use only,,3,,3/13/2013
ELEC,Central Ford,5645 Firestone Blvd,,South Gate,CA,Public - Call ahead,Dealership business hours,,2,,12/1/2013
ELEC,Shenandoah Vineyards Winery,12300 Steiner Rd,Located on Shenandoah Road,Plymouth,CA,Public,9:30am-5pm daily,,1,,10/2/2014
ELEC,Hilltop Ford Kia,3280 Auto Plaza Dr,,Richmond,CA,Private,Service center use only,,2,,8/1/2014
ELEC,Greenwood Ridge Vineyards,5501 Highway 128,,Philo,CA,Public,Vineyard business hours; for guest use only; see front desk for access,,1,1,10/10/2014
ELEC,Los Angeles County - Marina Lot 77,13560 Mindinao Way,,Marina Del Rey,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,2,,10/1/2014
ELEC,Los Angeles County - Health Services,5555 Ferguson Dr,Located in rear parking lot,Commerce,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,2,,10/1/2014
ELEC,Los Angeles County - Harbor UCLA Medical Center,1000 W Carson St,Med Center Drive Building F9,Torrance,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,2,,10/1/2014
ELEC,Los Angeles County - Olive View UCLA Medical Center,14445 Olive View Dr,Located just East of the Sheriff substation. Enter off Cobalt St. Additional chargers located in the overflow lot,Sylmar,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,2,,10/1/2014
ELEC,Los Angeles County - Probation Department,9150 E Imperial Hwy,Located in front visitor parking lot,Downey,CA,Public,"Business hours; keypad activated, instructions on EVSE",,2,,10/1/2014
ELEC,Redlands Ford,1221 W Colton Ave,1121 W Colton Ave,Redlands,CA,Private,Service center use only,,1,,8/1/2014
ELEC,Salinas Valley Ford,1100 Auto Center Cir,,Salinas,CA,Public,Dealership business hours,,4,,1/1/2013
ELEC,Pacific Place Garage,22 4th St,,San Francisco,CA,Public,6am-12am daily,,1,,8/15/2018
ELEC,Stonestown Galleria,3251 20th Ave,Located near the Trader Joes in the underground parking garage,San Francisco,CA,Public,6am-12am daily,,2,1,8/1/2014
ELEC,Trader Joe's,265 Winston Dr,,San Francisco,CA,Public,6am-12am daily,,2,,8/1/2014
ELEC,The Ford Store,17045 Condit Rd,,Morgan Hill,CA,Private,Service center use only,,2,,8/1/2014
ELEC,California State University - Channel Islands,1 University Dr,Located in lot A1,Camarillo,CA,Public,24 hours daily,,4,,9/1/2013
ELEC,City of Winters - Community Center,201 Railroad Ave,"Located on the east side of the building, at the south end of the parking lot",Winters,CA,Public,24 hours daily,,1,,12/1/2013
ELEC,Butte College - Chico,2320 Forest Ave,Located at the intersection of Butte College and Forest Ave,Chico,CA,Public,24 hours daily,6,1,1,9/11/2014
ELEC,City of Auburn,1225 Lincoln Way,City Hall Parking Lot,Auburn,CA,Public,24 hours daily,,1,,12/1/2014
ELEC,City of Auburn - Train Station,11500 Blocker Dr,Train Station Parking Lot,Auburn,CA,Public,24 hours daily,,1,,12/1/2014
ELEC,Extra Space Storage,2645 La Cienega Ave,,Los Angeles,CA,Private,,,1,,9/1/2014
ELEC,Extra Space Storage,6033 S Central Ave,,Los Angeles,CA,Public,24 hours daily,,1,,9/1/2014
ELEC,Extra Space Storage,2501 Cesar Chavez St,,San Francisco,CA,Public - Call ahead,M-Sat 7am - 7pm,,1,,9/1/2014
ELEC,Extra Space Storage,2904 Casitas Ave,,Los Angeles,CA,Public,24 hours daily,,1,,9/1/2014
ELEC,Extra Space Storage,1860 Vine St,,Los Angeles,CA,Public,6am-10pm daily,,1,,9/1/2014
ELEC,Folded Hills Farmstead,2323 Old Coast Highway Rd,,Gaviota,CA,Public,24 hours daily,1,,,12/10/2014
ELEC,City of Santa Monica - Garage #6,1443 2nd St,,Santa Monica,CA,Public,24 hours daily,,30,,1/1/2013
ELEC,Anaheim Regional Transit Intermodal Center - Lot A,2626 E Katella Ave,,Anaheim,CA,Public,24 hours daily,,2,,12/5/2014
ELEC,LA Fitness,7230 Firestone Blvd,Located on the west side of the building,Downey,CA,Public,24 hours daily,,3,,4/27/2017
ELEC,Champion Fiat,9715 Firestone Blvd,,Downey,CA,Public - Call ahead,Dealership business hours,,2,,2/1/2014
ELEC,Lakewood City Hall,5050 Clark Ave,Located in front of Clark,Lakewood,CA,Public,24 hours daily; maximum session time of 90 minutes,,2,,6/1/2014
ELEC,"PR 790 East Colorado, LLC",790 E. Colorado Boulevard,,Pasadena,CA,Public,,,2,,1/1/2015
ELEC,"PR 35 North Lake, LLC",35 N. Lake Avenue,,Pasadena,CA,Public,,,2,,1/1/2015
ELEC,Beachcomber Motel and Spa,1111 N Main St,,Fort Bragg,CA,Public - Call ahead,24 hours daily,,1,,3/1/2010
ELEC,San Gorgonio Hospital,600 N Highland Springs Ave,Located off of Wilson,Banning,CA,Public,24 hours daily,,2,,4/1/2014
ELEC,California State University - Northridge,18111 Nordhoff St,"Lot B5; West side of Etiwanda, South of Plummer",Northridge,CA,Public,24 hours daily; parking permit required,,2,,5/1/2014
ELEC,California State University - Northridge,18111 Nordhoff St,"Lot B6; Plummer St, near Darby Ave",Northridge,CA,Public,24 hours daily; parking permit required,,3,,5/1/2014
ELEC,California State University - Northridge,18111 Nordhoff St,"Lot G3; Matador Way, North of Dearborn",Northridge,CA,Public,24 hours daily; parking permit required,,4,,5/1/2013
ELEC,California State University - Northridge,18111 Nordhoff St,"Lot F2; Matador Way, near Plummer",Northridge,CA,Public,24 hours daily; parking permit required,,3,,5/1/2013
ELEC,City of Colton - Utility Yard,160 S 10th St,,Colton,CA,Private,Employee use only,,2,,4/1/2015
ELEC,University of California Los Angeles - Medical Center,1327 16th St,Hospital Employee parking,Santa Monica,CA,Private,Employee use only,,4,,1/1/2015
ELEC,Scripps Green Hospital,10666 N Torrey Pines Rd,"Patient Parking Structure, level G",La Jolla,CA,Private,Employee use only,,2,,1/1/2011
ELEC,The Majestic Yosemite Hotel,1 Ahwahnee Dr,,Yosemite Valley,CA,Public,24 hours daily,,1,,6/13/2016
ELEC,Tops Auto Park Garage,6565 Sunset Blvd,,Hollywood,CA,Public - Call ahead,Primarily for permit holders; public will be charged extra,,4,,1/15/2012
ELEC,Department of Public Social Services - County Auto Park 46,318 W Adams Blvd,,Los Angeles,CA,Private,"Permitted employee parking only; keypad activated, instructions on EVSE",,1,,6/15/2015
ELEC,Internal Services Shop,1104 N Eastern Ave,,Los Angeles,CA,Private,Los Angeles County fleet use only,,5,,8/1/2014
ELEC,Los Angeles County Sheriff - La Crescenta Station,4554 Briggs Ave,,La Crescenta,CA,Public,"24 hours daily; keypad activated, instructions on EVSE",,1,,7/1/2016
ELEC,Los Angeles County Sheriff - Fleet Shop,1104 N Eastern Ave,Northside wall of Shop,Los Angeles,CA,Public,"8am-5pm M-F; keypad activated, instructions on EVSE",,2,,8/1/2014
ELEC,Los Angeles County - University of Southern California Medical Center,Brittania St,Located in Lot 9D,Los Angeles,CA,Private,,,10,,6/30/2017
ELEC,Los Angeles County - Mid-Valley Comprehensive Health Center,7515 Van Nuys Blvd,Parking structure ground floor,Van Nuys,CA,Public,"6am-6pm M-F; keypad activated, instructions on EVSE",,5,2,4/1/2015
ELEC,Department of Public Health,5050 Commerce Dr,In rear of building,Baldwin Park,CA,Private,"6am-6pm M-F; keypad activated, instructions on EVSE",,3,,7/1/2015
ELEC,Department of Children & Family Services,8300 S Vermont Ave,Located in the parking structure,Los Angeles,CA,Public,"6am-6pm M-F; keypad activated, instructions on EVSE",,20,,8/1/2018
ELEC,Natural History Museum,900 Exposition Blvd,Lower level of parking structure,Los Angeles,CA,Public,Museum business hours,,7,,1/2/2014
ELEC,Audi Pacific,20460 Hawthorne Ave,,Torrance,CA,Public - Call ahead,Dealership business hours,,2,,9/5/2013
ELEC,Whole Foods Market,4520 N Sepulveda Blvd,,Sherman Oaks,CA,Public,6am-12am daily,,3,,5/1/2015
ELEC,Park 'N Fly,160 Produce Ave S,,San Francisco,CA,Public,24 hours daily; must valet park,2,,,4/1/2015
ELEC,Napa Valley Community College,1088 College Ave,,St. Helena,CA,Private,Student and employee use only,,2,,4/1/2015
ELEC,Coca-Cola,4101 Gateway Park Blvd,,Sacramento,CA,Private,Employee use only,,1,,4/1/2015
ELEC,R Street Parking Plaza,1515 R St,Located on the 4th floor by the catwalk,Sacramento,CA,Public,24 hours daily,,2,,6/16/2015
ELEC,Red Hawk Casino,1 Red Hawk Pkwy,,Placerville,CA,Public,24 hours daily,,10,,4/1/2015
ELEC,El Dorado County Government Center,1360 Johnson Blvd,,South Lake Tahoe,CA,Public,24 hours daily,,4,,4/1/2015
ELEC,El Dorado County Government Center,330 Fair Ln,Located at building B,Placerville,CA,Public,24 hours daily,,10,,4/1/2015
ELEC,Keller Motors,700 W Cadillac Ln,,Hanford,CA,Private,Service center use only,,1,,4/1/2015
ELEC,Steve Chevrolet of Chowchilla,1 Auto Park Pl,,Chowchilla,CA,Private,Service center use only,,1,,4/1/2015
ELEC,Madera Chevrolet,1300 Country Club Dr,,Madera,CA,Private,Service center use only,,1,,4/1/2015
ELEC,Best Western Plus - Yosemite Gateway Inn,40530 Highway 41,,Oakhurst,CA,Public - Call ahead,24 hours daily; for guest use only,,2,,4/1/2015
ELEC,Merced Toyota,1400 Auto Center Dr,,Merced,CA,Public - Call ahead,Dealership business hours,,1,,4/1/2015
ELEC,Chase Chevrolet,6441 Holman Rd,,Stockton,CA,Public - Call ahead,Dealership business hours; for Chevrolet vehicle use only,,,1,4/30/2019
ELEC,San Joaquin County Office of Education,2707 Transworld Dr,,Stockton,CA,Public - Call ahead,8am-5pm M-F; see front desk for access,,2,,4/1/2015
ELEC,American Chevrolet,4742 McHenry Ave,,Modesto,CA,Public - Call ahead,Dealership business hours; for customer use only,,3,,4/1/2015
ELEC,Modesto Toyota,4513 McHenry Ave,,Modesto,CA,Public - Call ahead,Dealership business hours,,1,,4/1/2015
ELEC,Steve's Chevrolet Buick,1285 E F St,,Oakdale,CA,Private,Limited Use,,2,1,4/1/2015
ELEC,Thompson Chevrolet Olds Buick,701 2nd St,,Patterson,CA,Private,Service center use only,,2,,4/1/2015
ELEC,California State University - Stanislaus,1 University Cir,Located in Lot 2,Turlock,CA,Public,24 hours daily; parking permit required,,2,,4/1/2017
ELEC,Smith Chevrolet Cadillac,1601 Auto Mall Dr,,Turlock,CA,Public - Call ahead,Dealership business hours,,1,,4/1/2015
ELEC,Monarch Ford,132 N D St,,Exeter,CA,Public - Call ahead,Dealership business hours,,2,,4/1/2015
ELEC,Merle Stone Chevrolet Cadillac,800 W Henderson,,Porterville,CA,Private,Service center use only,,1,,4/1/2015
ELEC,Veterans Affairs Outpatient Clinic,40597 Westlake Dr,,Oakhurst,CA,Public,24 hours daily,,1,,1/1/2019
ELEC,Ambrose Hotel,1255 20th St,,Santa Monica,CA,Public,24 hours daily; for guest use only; see front desk for access,,2,,3/1/2015
ELEC,EVSP WALGREENS,535 S Pacific Coast Hwy,STORE 6904; -,Redondo Beach,CA,Public,24 hours daily,,2,,
ELEC,The Grove,189 The Grove Dr,Located on the 3rd level of the garage,Los Angeles,CA,Public,24 hours daily; parking free with validation,,6,,5/1/2015
ELEC,Redding Kia,418 E Cypress Ave,,Redding,CA,Public - Call ahead,Dealership business hours,,1,,8/1/2015
ELEC,PLAYHOUSE,680 E Colorado Blvd.,"BIT PLAYHOUSE 1; -
BIT PLAYHOUSE 2; -
BIT PLAYHOUSE 3; Parking Garage P1",Pasadena,CA,Public,24 hours daily,,6,,
ELEC,City of Woodland - Public Parking,617 Dead Cat Alley,Located at First St and Dead Cat Alley,Woodland,CA,Public,24 hours daily; 2 hour parking limit,,4,,2/10/2015
ELEC,City of Woodland - Woodland Public Library,501 Court St,NE corner of Court and College Streets,Woodland,CA,Public,24 hours daily,,1,,2/10/2015
ELEC,Disney's Grand Hotel and Spa,1600 Disneyland Dr,,Anaheim,CA,Public,24 hours daily; for hotel guest use only; see valet for access; pay lot,1,,,9/1/2013
ELEC,San Joaquin Valley Air Pollution Control District - Bakersfield Regional Office,34946 Flyover Ct,,Bakersfield,CA,Public,8am-5pm M-F,,3,,9/1/2014
ELEC,California Department of Parks and Recreation,1416 9th St,,Sacramento,CA,Private,Employee use only,,2,,9/1/2016
ELEC,Castaic Lake RV Park,31540 Ridge Route Rd,,Castaic,CA,Public,24 hours daily; accepts EVRUS Card,,1,1,6/29/2016
ELEC,Joe Carlson Studio,1605 W Mahalo Pl,,Compton,CA,Private,Employee and guest use only; available to the public in an emergency,,2,,9/1/2014
ELEC,Coronado Cays,590 Grand Causeway,,Coronado,CA,Public,,,5,,9/1/2014
ELEC,Baldwin Hills Overlook State Park,6300 Hetlzer Rd,,Culver City,CA,Public,8am-sunset daily; pay lot,,3,,5/30/2017
ELEC,Greenwood State Beach,5980-6140 Shoreline Hwy,Located along the Mendocino County coast about 15 miles north of Point Arena on Highway 1,Elk,CA,Public,24 hours daily,,2,,1/1/2019
ELEC,City of Elk Grove - Police Department,8400 Laguna Palms Way,,Elk Grove,CA,Private,For city vehicle use only,,1,,9/1/2014
ELEC,City of Elk Grove - City Hall,8401 Laguna Palms Way,,Elk Grove,CA,Public,7am-9pm M-F,,2,,9/1/2014
ELEC,Bayside Business Park,46714 Fremont Blvd,,Fremont,CA,Public,24 hours daily,,,4,1/1/2016
ELEC,Caltrans - District 6,855 M St,Tower building,Fresno,CA,Private,Fleet vehicle use only,,1,,7/24/2017
ELEC,Caltrans - District 6,1352 W Olive Ave,,Fresno,CA,Private,Fleet vehicle use only,,10,,12/1/2015
ELEC,City of Galt,495 Industrial Dr,,Galt,CA,Private,Employee use only,,3,,7/1/2015
ELEC,University of Southern California - Verdugo Hills Hospital,1812 Verdugo Blvd,Located on the 3rd floor,Glendale,CA,Private,Employee use only,,1,,2/27/2013
ELEC,City of Hemet - City Hall,445 E Florida Ave,,Hemet,CA,Public,24 hours daily,,2,,4/9/2013
ELEC,Hotel La Jolla,7955 La Jolla Shores Dr,,La Jolla,CA,Public,24 hours daily; for guest use only; see valet for access; pay lot,,2,,9/1/2014
ELEC,Van Damme State Park,8001 N Highway 1,,Little River,CA,Public,24 hours daily,,2,,1/1/2019
ELEC,Good Samaritan Hospital - Level 3,1317 Shatto St,,Los Angeles,CA,Public,24 hours daily,,11,,9/1/2014
ELEC,Caltrans District 7 - Equipment Shop,13200 Golden State Rd,,Los Angeles,CA,Private,,,10,,3/3/2019
ELEC,Cedars - Sinai Medical Center,139 S George Burns Rd,"Located in employee parking, at the top of the garage",Los Angeles,CA,Private,Employee use only,,16,,12/1/2011
ELEC,Los Angeles Zoo,5333 Zoo Dr,,Los Angeles,CA,Public,6am-11pm daily,,6,1,11/1/2015
ELEC,Good Samaritan Hospital - Level 2,636 Lucas Ave,,Los Angeles,CA,Public - Call ahead,Garage business hours,,3,,7/1/2015
ELEC,Point Cabrillo Light Station State Historic Park,13800 Cabrillo Dr,,Mendocino,CA,Public,24 hours daily,,2,,1/1/2019
ELEC,San Joaquin Valley Air Pollution Control District - Modesto Regional Office,4800 Enterprise Way,,Modesto,CA,Public,8am-5pm M-F,,3,,7/1/2015
ELEC,Hendy Woods State Park,18599 Philo Greenwood Rd,,Philo,CA,Public,24 hours daily,,2,,1/1/2019
ELEC,Caltrans Batavia Regional Office,1808 N Batavia Ave,Batavia Maintenance Station,Orange,CA,Private,Employee and state vehicle use only; also accepts PayPal,,10,,12/22/2018
ELEC,City of Oxnard - Transportation Center,255 E Fifth St,,Oxnard,CA,Public,24 hours daily,,2,,12/30/2019
ELEC,City of Oxnard - Downtown Parking,324 S B St,,Oxnard,CA,Public,Garage business hours,,1,,12/30/2019
ELEC,Richard H. Chambers United States Courthouse,125 S Grand Ave,Located in the judges Lot,Pasadena,CA,Private,Employee use only,,2,,7/1/2015
ELEC,City of Rancho Cordova - City Hall,2729 Prospect Park Dr,,Rancho Cordova,CA,Public,24 hours daily,,4,,7/1/2015
ELEC,City of Rancho Cordova - Neighborhood Services Building,2880 Gold Tailings Ct,,Rancho Cordova,CA,Private,Employee use only,,1,,7/1/2015
ELEC,Santa Ana Watershed Project Authority,11615 Sterling Ave,,Riverside,CA,Public,Business hours; see front desk for access,,2,,4/5/2013
ELEC,Kaiser Permanente - Roseville,1600 Eureka Rd,,Roseville,CA,Private,Fleet and member use only,,11,,7/1/2015
ELEC,California Office of State Publishing,885 Riverside Pkwy,,West Sacramento,CA,Private,Employee use only,,6,,7/1/2015
ELEC,American River College - Automotive Technology Building,4700 College Oak Dr,Located in parking garage near football field,Sacramento,CA,Public,Garage business hours; must have parking permit,,14,,7/13/2012
ELEC,City of Sacramento - Corporate Yard,5730 24th St,,Sacramento,CA,Private,Employee and fleet use only,6,6,,2/11/2013
ELEC,California State University - Sacramento State - Parking Structure 1,6000 J St,Located on Sinclair Road,Sacramento,CA,Public,Garage business hours; must have parking permit,,4,,8/21/2012
ELEC,California State University - Sacramento State - Parking Structure 2,6000 J St,Near the bookstore,Sacramento,CA,Public,Garage business hours; must have parking permit,,4,,8/24/2012
ELEC,California State University - Sacramento State - Lot V,6000 J St,,Sacramento,CA,Public,Garage business hours; must have parking permit,,15,,8/1/2012
ELEC,Kon Tiki Inn,1621 Price St,,Pismo Beach,CA,Public,24 hours daily; for guest use only; see front desk for access,,1,,2/1/2015
ELEC,Renaissance Hotel - Long Beach,111 E Ocean Blvd,,Long Beach,CA,Public,24 hours daily; for guest use only; see valet for access; pay lot,,2,,6/1/2015
ELEC,The Cliffs Resort,2757 Shell Beach Rd,,Pismo Beach,CA,Public,24 hours daily; for guest use only; see valet for access,,1,,6/1/2015
ELEC,Sacramento Metro Air Quality Management District,777 12th St,,Sacramento,CA,Public,Garage business hours; mainly for employee use,,5,,7/20/2011
ELEC,Port of San Diego - Admin Building,3165 Pacific Hwy,,San Diego,CA,Public,8am-5pm daily,,1,,10/1/2014
ELEC,San Diego County Water Authority,4677 Overland Ave,,San Diego,CA,Private,Employee use only,,2,,10/1/2014
ELEC,Whole Foods Market,711 University Ave,,San Diego,CA,Public,Garage business hours,,5,,10/1/2012
ELEC,Enterprise Rent-A-Car,7993 Balboa Ave,,San Diego,CA,Private,,,1,,6/1/2015
ELEC,Sharp,8695 Spectrum Center Blvd,,San Diego,CA,Private,Employee use only,,5,,6/1/2015
ELEC,Water Pollution Control Plant,3000 Davis St,,San Leandro,CA,Public,Business hours; for visitor use only,,1,,8/1/2015
